,MAIN_ID,Z_VALUE,RA,DEC,GALDIM_MAJAXIS,GALDIM_MINAXIS,SCRIPT_NUMBER_ID
1193,SDSS CE 010.717058+00.725393,0.2595,00 42 52.68,+00 42 59.4,4.8962,4.8962,0
1194,SDSS CE 010.888028+01.015296,0.2,00 43 34.07,+01 01 06.4,6.1075,6.1075,0
1198,SDSSCGA 1113,0.11894,01 01 33.2,+00 32 22,1.6,1.6,0
1206,BAX 021.3807+01.7591,0.021,01 25 31.3,+01 45 33,13.533334,13.533334,0
1211,ACO   267,0.22965,01 52 43.016,+00 59 58.90,10.18,10.18,0
1215,HCG  15,0.0228,02 07 39.0,+02 08 18,7.6,7.6,0
1216,SDSSCGA 1476,0.173,02 05 55.3,+00 01 12,1.72,1.72,0
1221,UGC  2005,0.022,02 31 57.7693,+01 14 47.396,0.643,0.63,0
1224,ZwCl 0256+0002,0.19318,02 59 33.8,+00 13 45,7.0323,7.0323,0
1225,BAX 044.6921+00.2122,0.245,02 58 46.1,+00 12 44,5.04,5.04,0
1226,ClG J0256+0006,0.343,02 56 32.9,+00 06 12,6.21,6.21,0
1232,ClG J2146+0422,0.531,21 46 04.8,+04 23 19,3.28,3.28,0
1236,ACO  2552,0.304,23 11 31.7,+03 37 44,10.0,10.0,0
1238,NGC   128,0.01466,00 29 15.0429,+02 51 50.564,2.04,0.612,0
1258,UGC 12890,0.039479,00 00 07.0341,+08 16 45.040,0.673,0.404,0
1276,ACO   400,0.023,02 57 37.4,+06 00 45,20.0,20.0,0
1284,HCG  96,0.0291,23 28 00.40,+08 46 36.9,2.3,2.3,0
1285,ACO  2657,0.04,23 44 51.0,+09 08 40,20.0,20.0,0
1289,ACO    68,0.24941,00 37 06.2,+09 09 33,12.19,12.19,0
1304,WBL 677,0.02643,22 03.4,+12 39,2.66,2.66,0
1317,BAX 004.5700+16.2958,0.55,00 18 17.0,+16 17 40,3.72,3.72,0
1318,ClG 0016+16,0.549,00 18 33.3,+16 26 36,2.5,2.5,0
1320,ACO   152,0.059,01 10 09.08,+14 00 33.9,10.666667,10.666667,0
1321,ACO   160,0.043,01 12 59.98,+15 30 05.3,15.0,15.0,0
1330,ACO  2589,0.041,23 24 00.5,+16 49 29,21.333334,21.333334,0
1331,HCG  93,0.0168,23 15 12.2,+18 59 31,8.31,8.31,0
1332,BAX 349.3187+18.7197,0.0417,23 17 11.184,+18 41 48.87,2.8,2.8,0
1335,NGC    57,0.018113,00 15 30.873,+17 19 42.22,1.393,1.115,0
1336,ZwCl 0024+1652,0.395,00 26 35.6,+17 09 32,4.55,4.55,0
1340,ACO   399,0.0718,02 57 56.4,+13 00 59,7.0,7.0,0
1342,ACO  2390,0.23022,21 53 37.4,+17 41 46,2.0,2.0,0
1343,BAX 337.1433+20.6131,0.412,22 28 32.6,+20 37 08,11.666667,11.666667,0
1348,ACO  2626,0.055,23 36 31.0,+21 09 36,19.666666,19.666666,0
1355,ACO    98,0.1038,00 46 29.2,+20 28 06,11.666667,11.666667,0
1356,BAX 017.5750+19.6397,0.317,01 10 18.0,+19 38 23,4.36,4.36,0
1362,UGC 12655,0.01721,23 32 29.0518,+23 55 51.802,0.87,0.539,0
1376,ClG J0030+2618,0.497,00 30 33.6,+26 18 16,5.8333335,5.8333335,0
1377,BAX 006.9575+26.2739,0.3668,00 27 45.90,+26 16 25.0,0.147,0.147,0
1379,ACO   115,0.193,00 55 59.5,+26 19 14,12.5,12.5,0
1394,NAME NGC 383 Group,0.017,01 07 27.7,+32 23 59,15.833333,15.833333,0
1395,NAME Stephan's Quintet,0.0215,22 35 57.5,+33 57 36,3.2,3.2,0
1398,MLCG 1575,0.015,01 23 09.1,+33 27 11,2.9,2.9,0
1402,HCG  10,0.0161,01 26 24.5,+34 42 51,10.63,10.63,0
1404,NGC  7242,0.019,22 15 39.507,+37 17 55.48,1.747,1.258,0
1406,ACO   262,0.016,01 52 50.4,+36 08 46,21.666666,21.666666,0
1416,ClG 0906.5+1110,0.1767,09 09 12.7,+10 58 32,12.666667,12.666667,0
1419,ACO   754,0.054,09 09 08.4,-09 39 58,16.0,16.0,0
1424,HCG  37,0.0223,09 13 35.6,+30 00 51,3.2,3.2,0
1426,ACO   781,0.293,09 20 25.4,+30 30 07,9.37,9.37,0
1430,USGC U217,0.028915,09 16 15.87,+17 38 35.4,26.0,26.0,0
1443,NSC J092521+362758,0.11,09 25 39.0,+36 27 05,8.75,8.75,0
1445,SDSSCGB 11742,0.31,09 24 01.30,+37 44 21.3,0.48,0.48,0
1459,SDSSCGA 35,0.078,09 24 08.94,+13 12 54.5,0.78,0.78,0
1462,SDSSCGA 90,0.1364,09 25 46.75,+07 42 56.4,0.68,0.68,0
1465,SDSSCGA 1354,0.3174,09 25 47.67,-01 43 34.1,1.54,1.54,0
1472,BAX 145.8779+16.6672,0.25,09 43 30.70,+16 40 02.0,2.88,2.88,0
1473,BAX 145.9371+16.7467,0.17934,09 43 45.0,+16 44 13,5.0,5.0,0
1476,RSCG 33,0.011,09 33 53.0,+10 05 08,19.19,19.19,0
1494,SDSSCGA 637,0.1402,09 52 40.84,+18 15 31.7,0.98,0.98,0
1499,SDSSCGB 405,0.09064,09 49 46.07,+05 46 01.7,0.28,0.28,0
1505,RXC J0953.6+0142,0.098,09 53 41.8,+01 41 58,7.0833335,7.0833335,0
1515,ClG J1003+3253,0.421,10 03 04.1,+32 54 28,7.0833335,7.0833335,0
1536,CDGS 8,0.22,10 00 47.85,+01 39 11.9,7.95,7.95,0
1542,NAME NGC 3090 Group,0.02069,10 00 37.93,-02 57 45.3,26.0,4.68,0
1543,ACO   907,0.166,09 58 21.84,-11 03 47.5,10.833333,10.833333,0
1545,HCG  42,0.0133,10 00 13.1,-19 38 24,18.18,18.18,0
1554,ACO   963,0.2041,10 17 03.4,+39 02 56,12.916667,12.916667,0
1558,SDSSCGA 2029,0.1577,10 14 17.86,+34 25 29.5,2.12,2.12,0
1562,HCG  44,0.0046,10 18 00,+21 48.7,16.4,16.4,0
1563,[AWK2020] 378,0.11205785,10 13 46.91,+19 45 21.0,1.02,1.02,0
1578,RX J1017.7-0002,0.064,10 17 46.57,-00 03 44.7,9.166667,9.166667,0
1585,BAX 155.5304+38.5153,0.05429697,10 22 18.24,+38 32 39.6,12.333333,12.333333,0
1593,SDSSCGA 2145,0.09408,10 27 40.73,+14 27 47.2,2.34,2.34,0
1600,ZwCl 1021+0426,0.2894,10 23 39.0,+04 11 14,1.0,1.0,0
1609,ACO  3444,0.2542,10 23 53.1540,-27 15 07.840,0.5,0.5,0
1611,ACO  1035,0.07739437,10 32 05.91,+40 17 25.9,12.916667,12.916667,0
1613,ACO  1056,0.12467,10 38 01.8,+41 46 38,7.5,7.5,0
1618,ACO  1068,0.1386,10 40 47.1,+39 57 19,14.0,14.0,0
1638,HCG  48,0.0094,10 37 45.6,-27 04 50,5.0,5.0,0
1656,NSC J105211+103358,0.22,10 52 11.12,+10 33 58.4,4.5833335,4.5833335,0
1657,SDSSCGA 224,0.0696,10 47 24.3,+05 11 22,1.12,1.12,0
1670,ACO  1084,0.133,10 44 37.1,-07 04 47,16.666666,16.666666,0
1671,NAME NGC 3411 Group,0.015,10 50 26.9,-12 50 26,16.0,16.0,0
1698,ACO  1139,0.0397569,10 58 01.63,+01 38 05.4,11.0,11.0,0
1701,ClG J1055-0504,0.681,10 55 11.6,-05 04 16,2.9166667,2.9166667,0
1702,ClG 1054-03,0.829,10 57 00.2,-03 37 27,5.0,5.0,0
1704,ClG J1054-1146,0.698,10 54 24.2,-11 46 18,2.9166667,2.9166667,0
1729,PCG J1109+2033,0.1393,11 09 41.21,+20 33 20.5,0.802,0.802,0
1733,ACO  1201,0.1671,11 12 54.4,+13 26 08,14.666667,14.666667,0
1770,HCG  51,0.0258,11 22 21.6,+24 19 41,4.07,4.07,0
1782,ClG J1117+1744,0.55,11 17 30.2,+17 44 44,3.52,3.52,0
1786,BAX 169.3587+07.7264,0.48,11 17 26.1,+07 43 35,4.77,4.77,0
1789,SDSSCGA 1779,0.0467,11 19 29.45,+04 19 32.6,2.62,2.62,0
1790,ZwCl 1113+0144,0.352,11 15 54.0,+01 29 44,12.083333,12.083333,0
1823,HCG  53,0.0206,11 28 58,+20 46.6,12.9,12.9,0
1837,ACO  1300,0.306,11 32 00.7,-19 53 34,4.8,4.8,0
1850,HCG  57,0.0304,11 37 50.5,+21 59 06,5.5,5.5,0
1859,HCG  58,0.0207,11 42 09.4,+10 16 30,8.82,8.82,0
1865,BAX 174.6829+03.2606,0.1196,11 38 43.2,+03 15 33,4.1666665,4.1666665,0
1867,SDSSCGB 112,0.306,11 42 12.6,+00 37 58,0.16,0.16,0
1896,ACO  1413,0.1412,11 55 12.87,+23 23 46.9,14.583333,14.583333,0
1897,MCS J1149.5+2223,0.545,11 49 35.8,+22 23 55,7.9166665,7.9166665,0
1930,NAME NGC 4104 Group,0.02817,12 06 19.75,+28 07 08.3,16.666666,16.666666,0
1931,[DT2000] NGC 4104 10,0.457,12 07 47.2,+28 13 11,3.19,3.19,0
1955,SDSSCGA 54,0.164,12 00 44.7,-00 09 33,0.62,0.62,0
1964,ClG 1208+39,0.33955,12 11 16.0,+39 11 41,5.4166665,5.4166665,0
1985,PCG J1213+0727,0.13706,12 13 47.14,+07 27 10.0,1.432,1.432,0
1987,ZwCl 1215+0400,0.0772,12 17 43.62,+03 38 51.5,18.333334,18.333334,0
1999,ClG J1216-1201,0.794,12 16 45.10,-12 01 17.3,4.5833335,4.5833335,0
2043,BAX 190.3879+32.8397,0.39619,12 41 33.1,+32 50 23,6.41,6.41,0
2051,ClG 1241+17,0.554,12 44 02.6,+16 54 11,3.25,3.25,0
2052,ACO  1589,0.0709,12 41 08.09,+18 33 18.5,19.583334,19.583334,0
2057,M  60,0.00339,12 43 39.9680,+11 33 09.696,7.94,6.61,0
2060,ZwCl 1231+1007,0.23208,12 34 21.9,+09 47 02,4.0,4.0,0
2067,NGC  4636,0.00307,12 42 49.8333,+02 41 15.951,7.76,5.89,0
2072,SDSSCGA 2123,0.232,12 38 38.2,-00 51 49,1.62,1.62,0
2074,SDSS CE 191.220871-00.560489,0.23,12 44 53.52,-00 33 35.2,4.5833335,4.5833335,0
2094,2XMM J125602.2+255636,0.232,12 56 04.9,+25 56 52,6.99,6.99,0
2107,ACO  1612,0.18177,12 47 43.2,-02 47 32,4.3,4.3,0
2115,BAX 193.6700-29.2254,0.056,12 54 40.6,-29 13 44,16.666666,16.666666,0
2116,ClG J1252-2927,1.24,12 52 54.4,-29 27 17,2.9166667,2.9166667,0
2117,ACO  3530,0.055,12 55 36.0,-30 20 49,18.0,18.0,0
2119,ACO  3526,0.011,12 48 51.8,-41 18 21,16.666666,16.666666,0
2131,ACO  1656,0.0234,12 59 44.40,+27 54 44.9,30.0,30.0,0
2132,ZwCl 1303+2647,0.30812,13 05 58.0,+26 30 53,0.233,0.117,0
2139,ACO  1650,0.0843,12 58 42.0,-01 45 45,17.666666,17.666666,0
2140,ACO  1663,0.0837,13 02 52.55,-02 31 04.0,14.583333,14.583333,0
2161,ClG J1309+3222,0.295,13 09 56.2,+32 22 14,4.73,4.73,0
2162,ZwCl 1305+2941,0.24,13 07 49.25,+29 25 48.3,7.33,7.33,0
2166,MCXC J1311.7+2201,0.17153,13 11 46.20,+22 01 37.3,7.9166665,7.9166665,0
2174,ACO  1689,0.1842,13 11 29.5,-01 20 28,4.0,4.0,0
2177,NGC  5044,0.009,13 15 23.9607,-16 23 07.547,1.883,1.695,0
2179,BAX 199.3086-25.5133,0.247,13 14 25.4,-25 15 44,0.187,0.116,0
2197,ClG 1322+3028,0.69,13 24 20.700,+30 12 40.30,2.42,2.42,0
2201,ClG 1322+3027,0.753,13 24 48.2,+30 11 34,2.9166667,2.9166667,0
2211,NAME NGC 5171 Group,0.024268,13 29 05.10,+11 45 04.8,16.666666,16.666666,0
2216,ZwCl 1316-0044,0.08321,13 19 16.58,-00 55 01.2,4.8333335,4.8333335,0
2227,ACO  3558,0.048,13 27 54.8,-31 29 32,20.416666,20.416666,0
2228,BAX 202.4458-31.6081,0.049,13 29 47.0,-31 36 29,21.2,21.2,0
2237,ACO  1763,0.2312,13 35 20.1,+41 00 04,11.16,11.16,0
2240,XCLASS 1685,0.6,13 35 14.100,+37 49 05.80,2.61,2.61,0
2241,BAX 203.6444+37.9509,0.308,13 34 35.00,+37 56 50.0,3.3333333,3.3333333,0
2255,WARPS J1331.5+1108,0.081,13 31 30.2,+11 08 04,5.0,5.0,0
2259,NAME ACO 1750N,0.085,13 31 12.37,-01 42 51.0,15.833333,15.833333,0
2261,ACO  1750,0.0856,13 30 50.44,-01 51 27.1,14.583333,14.583333,0
