,MAIN_ID,Z_VALUE,RA,DEC,GALDIM_MAJAXIS,GALDIM_MINAXIS,SCRIPT_NUMBER_ID
5026,XCLASS 1549,0.495,12 46 00.41,+54 35 30.6,2.5,2.5,0
5028,XCLASS 2192,0.236,13 27 04.22,+31 51 29.3,4.72,4.72,0
5035,BAX 348.9417-02.3772,0.025,23 15 44.6,-02 22 54,16.333334,16.333334,0
5037,ACT-CL J0205.7-5829,1.322,02 05 46.5,-58 29 08,4.3333335,4.3333335,0
5040,ZwCl 1856+6616,0.37,18 56 38.4,+66 23 10,3.3,3.3,0
5051,BLOX J2215.6-1745.5,0.41,22 15 36.8,-17 45 34,4.5833335,4.5833335,0
5096,SDSS-C4-DR3 1372,0.08,13 27 12.15,+01 18 53.9,10.833333,10.833333,0
5296,ACT-CL J0215.3-0343,1.002,02 15 23.99,-03 43 32.2,7.9166665,7.9166665,0
5312,ACT-CL J2040.9-4452,1.478,20 40 59.23,-44 51 35.6,3.6666667,3.6666667,0
5315,2XMMi J011624.7+325713,0.493,01 16 24.200,+32 57 17.00,2.4,2.4,0
5316,XMMU J083026.2+524133,0.99,08 30 25.900,+52 41 28.40,3.75,3.75,0
5318,XCLASS 2182,0.519,08 31 47.800,+52 50 36.60,3.36,3.36,0
5319,XCLASS 1816,0.578,09 26 50.700,+31 01 27.30,4.24,4.24,0
5320,XCLASS 1848,0.497,10 00 59.900,+68 39 44.90,4.6666665,4.6666665,0
5321,XCLASS 1663,0.37,10 31 31.500,+31 13 17.20,5.0,5.0,0
5324,XCLASS 1807,0.5,12 26 56.400,+33 43 29.40,7.0833335,7.0833335,0
5325,BAX 211.5679+28.5144,0.55,14 06 15.800,+28 30 49.10,3.3333333,3.3333333,0
5326,CXOXB J143714.3+341503,0.53885,14 37 16.6,+34 15 05,5.13,5.13,0
5327,2XMMi J143724.5+341434,0.544,14 37 24.600,+34 14 27.90,3.99,3.99,0
5328,2XMM J143742.9+340810,0.5446,14 37 43.200,+34 08 07.80,2.92,2.92,0
5330,[RRB2014] RM J234059.8+000453.7,0.18481,23 40 59.7721,+00 04 53.750,0.516,0.516,0
5331,PCG J1033+0902,0.2259,10 33 08.01,+09 02 10.3,0.4236,0.4236,0
5332,PCG J1229+0839,0.08906,12 29 05.87,+08 39 49.4,0.672,0.672,0
5333,PCG J0932+0943,0.07605,09 32 26.01,+09 43 39.9,0.88,0.88,0
5334,[SPD2011] 25394,0.09747,10 11 22.1,+08 43 07,1.586,1.586,0
5335,PCG J1510+0314,0.1744,15 10 57.94,+03 14 43.3,0.532,0.532,0
5336,PCG J2319-0227,0.10911,23 19 10.28,-02 27 09.9,1.186,1.186,0
5349,2XMMi J092114.3+370133,0.2352,09 21 14.500,+37 01 31.30,3.45,3.45,0
5350,2XMM J105226.8+441859,0.4983,10 52 27.600,+44 19 05.10,2.51,2.51,0
5384,XCLASS 22708,0.133,21 29 49.625,-00 15 02.17,7.9166665,7.9166665,0
5418,HSCS J221422+004706,0.3202,22 14 21.344,+00 47 29.99,4.2583,4.2583,0
5419,2XMMi J220605.5-001110,0.347,22 06 05.000,-00 11 13.40,10.13,10.13,0
5420,HSCS J221211-000821,0.3647,22 12 10.924,-00 08 38.81,4.1187,4.1187,0
5426,HSCS J221726-001020,0.338,22 17 24.520,-00 10 01.15,4.1758,4.1758,0
5509,ZwCl 2341+0000,0.241,23 43 40.566,+00 18 18.94,5.0,5.0,0
5533,3XMM J001115.5+005152,0.338,00 11 15.326,+00 51 52.47,3.2112,3.2112,0
5670,2XMMi J030633.1-000351,0.122,03 06 32.654,-00 04 44.28,5.7827,5.7827,0
5673,2XMMi J030212.0+001108,0.577,03 02 11.686,+00 11 29.86,2.1075,2.1075,0
5813,3XMM J023026.7+003733,0.85,02 30 26.20,+00 37 43.4,2.7115,2.7115,0
5816,SWXCS J092729+3010.8,0.3434,09 27 29.76,+30 10 48.0,5.4166665,5.4166665,0
5835,XCLASS 2118,0.1454,21 51 24.91,-05 27 10.7,8.333333,8.333333,0
5836,ClG 1821+64,0.299,18 21 56.7276,+64 20 55.841,4.0,4.0,0
5838,XCLASS 57,0.25,09 43 58.200,+16 41 20.70,5.01,5.01,0
5839,EXSS 1201.3+0205,0.23675,12 03 52.800,+01 47 06.50,5.71,5.71,0
5840,XMMXCS J125650.2+254803.2,0.282,12 56 50.200,+25 48 03.20,2.74,2.74,0
5841,2XMMi J131059.0+572040,0.562,13 10 58.500,+57 20 43.80,3.88,3.88,0
5847,ACT-CL J0330-5227,0.44,03 30 56.3,-52 28 19,19.166666,19.166666,0
5848,XCLASS 530,0.41,04 55 06.300,-53 23 43.80,6.25,6.25,0
5849,2XMMi J132457.3+300728,0.595,13 24 58.200,+30 07 23.20,2.39,2.39,0
5851,2XMMi J135546.0+182255,0.29,13 55 46.000,+18 22 50.80,3.3333333,3.3333333,0
5853,PSZSPT J0230-6028,0.674,02 30 32.5,-60 27 49,3.0,3.0,0
5857,SPT-CL J0257-5732,0.434,02 57 21.5,-57 32 53,5.0,5.0,0
5862,ACT-CL J0406.7-5455,0.719,04 06 44.6,-54 55 33,5.0,5.0,0
5865,PSZSPT J2017-6258,0.535,20 17 55.9,-62 58 32,6.0,6.0,0
5880,HSCS J022549-055346,0.232,02 25 48,-05 53.7,5.0,5.0,0
5881,ACT-CL J0215.4-0440,0.348,02 15 29,-04 40.9,4.1666665,4.1666665,0
5882,HSCS J022156-054532,0.259,02 21 56,-05 45.4,3.75,3.75,0
5884,PSZRX G167.73-64.15,0.44,02 03 41.600,-07 47 05.70,6.86,6.86,0
5887,XCLASS 514,0.91,02 50 06.400,-31 04 00.80,2.9166667,2.9166667,0
5888,XCLASS 500,0.43,03 06 14.400,-00 05 35.80,3.5542,3.5542,0
5890,3XMM J033446.2+001710,0.3261,03 34 45.300,+00 17 07.20,4.4515,4.4515,0
5891,3XMM J035416.9-001003,0.21,03 54 17.000,-00 10 06.60,6.4533,6.4533,0
5892,XCLASS 21614,0.22,07 46 03.600,+30 52 44.50,5.26,5.26,0
5893,2XMMi J080634.0+153152,0.28,08 06 33.700,+15 32 08.60,3.33,3.33,0
5894,2XMMi J082135.2+010231,0.0994,08 21 35.100,+01 02 32.00,7.9166665,7.9166665,0
5896,eFEDS J084124.7+004636,0.4075,08 41 24.400,+00 46 37.70,4.1666665,4.1666665,0
5898,XCLASS 1712,0.1009,09 32 59.200,+55 15 43.80,3.3333333,3.3333333,0
5899,2XMMi J094034.6+355945,0.3011,09 40 34.600,+35 59 50.00,4.21,4.21,0
5900,XCLASS 1944,0.5828,09 56 10.900,-00 21 57.80,2.75,2.75,0
5901,XCLASS 1859,0.19,10 21 33.700,+21 37 48.80,4.5833335,4.5833335,0
5902,XCLASS 20661,0.33,10 21 36.900,+12 56 43.20,3.78,3.78,0
5903,2XMMi J104551.6+213340,0.47,10 45 51.500,+21 33 50.50,4.64,4.64,0
5904,2XMMi J105128.1+355133,0.38,10 51 28.600,+35 51 24.00,5.71,5.71,0
5907,XCLASS 399,0.65,11 23 49.300,+05 29 56.80,2.52,2.52,0
5909,XMMXCS J120313.7+442717.8,0.35,12 03 13.700,+44 27 17.80,3.51,3.51,0
5910,2XMMi J120929.1+392749,0.2368,12 09 29.400,+39 28 03.60,9.93,9.93,0
5912,2XMMi J122944.9+133453,0.44,12 29 44.600,+13 34 50.60,3.2,3.2,0
5914,XCLASS 2325,0.7454,12 30 50.900,+41 34 10.80,1.6666666,1.6666666,0
5916,2XMMi J125401.8+310200,0.537,12 54 03.000,+31 01 50.00,3.13,3.13,0
5917,ZwCl 1259+5913,0.25,13 01 50.100,+58 57 53.50,4.6666665,4.6666665,0
5919,NSCS J132438+053216,0.22714,13 24 34.000,+05 34 27.10,9.11,9.11,0
5921,XCLASS 1636,0.53,13 36 05.000,+51 45 31.20,1.8333334,1.8333334,0
5922,XCLASS 631,0.41,13 39 09.200,+48 11 52.70,2.5,2.5,0
5925,2XMMi J141457.8+440323,0.557,14 14 58.400,+44 03 17.50,2.62,2.62,0
5927,XMMXCS J142551.8+380246.3,0.487,14 25 51.800,+38 02 46.30,2.87,2.87,0
5928,XCLASS 2819,0.29,14 34 32.300,+03 37 44.40,3.21,3.21,0
5929,XMMXCS J144016.2+034124.4,0.29,14 40 16.200,+03 41 24.40,5.9,5.9,0
5934,XCLASS 1853,0.298,23 21 24.600,+19 45 14.80,5.94,5.94,0
6342,PSZRX G088.88+32.33,0.372,17 38 06.7,+60 06 21,7.3333335,7.3333335,0
6399,ACT-CL J1426.3-0126,0.45762,14 26 24.2,-01 26 57,4.3333335,4.3333335,0
7745,XCLASS 3441,0.604,15 56 26.4,+44 40 43,6.6666665,6.6666665,0
8092,NSC J123020+161652,0.2,12 30 20.8,+16 17 37,11.26,11.26,0
8170,ACT-CL J1227.6+0744,0.47636,12 27 43.2,+07 44 06,5.8333335,5.8333335,0
8532,XCLASS 2356,0.51,12 01 07.8,+29 53 35,3.3333333,3.3333333,0
9564,ClG 1231.3+1542,0.234,12 33 55.3,+15 25 58,9.666667,9.666667,0
9712,SHELS J0921.4+2958,0.43183,09 21 28.1,+29 58 20,2.6666667,2.6666667,0
10033,XCLASS 21758,0.3605,09 22 37.2,+45 01 39,2.2666667,2.2666667,0
10633,[SPD2011] 5796,0.5955,02 16 10.5,-09 35 21,5.412,5.412,0
10751,XCLASS 1441,0.502,11 20 28,+67 12.4,3.3333333,3.3333333,0
11269,XCLASS 3433,0.418,14 21 18.7,+39 56 01,4.3333335,4.3333335,0
13390,SWXCS J095513+1812.3,0.41592,09 55 13.9,+18 12 32,1.25,1.25,0
